root_id,super_class,cell_class,cell_type,top_nt,top_nt_conf,side,nerve
720575940616505174,optic,ME>LO.LOP,TmY5a,glutamate,0.6565946373179816,right,
720575940616471126,optic,ME>LO.LOP,TmY5a,glutamate,0.7111633515883451,right,
720575940655641505,optic,ME>LO.LOP,TmY5a,glutamate,0.6900775784958695,right,
720575940635220148,optic,ME>LOP,T4b,acetylcholine,0.5058298663271148,right,
720575940635223397,optic,ME>LOP,T4b,acetylcholine,0.5442431551918484,right,
720575940661243777,optic,ME>LO.LOP,TmY5a,glutamate,0.594376279195192,right,
720575940655819937,optic,ME,Mi9,glutamate,0.4894075644746847,right,
720575940616493115,optic,ME>LOP,T4b,acetylcholine,0.6565415192065699,right,
720575940616525073,optic,ME>LOP,T4b,acetylcholine,0.5691752694664287,right,
720575940616582027,optic,LO>LOP,T5b,acetylcholine,0.7470287703224184,right,
720575940634890095,optic,LO>LOP,T5b,acetylcholine,0.5751051706009013,right,
720575940634893534,optic,ME>LOP,T4b,acetylcholine,0.6079775435754212,right,
720575940616929595,optic,LO>LOP,T5b,acetylcholine,0.5388855193415827,right,
720575940616976657,optic,ME>LOP,T4b,acetylcholine,0.5738551570803112,right,
720575940610070596,optic,LO>LOP,T5b,acetylcholine,0.5984808971413942,right,
720575940610367812,optic,LO>LOP,T5b,acetylcholine,0.5528551339464713,right,
720575940609341141,optic,LO>LOP,T5b,acetylcholine,0.6820612050139921,right,
720575940660737921,optic,LO>LOP,T5b,acetylcholine,0.6395449723562596,right,
720575940601672201,optic,ME>LOP,T4b,acetylcholine,0.5738738543891895,right,
720575940624742548,optic,ME>LOP,T4b,acetylcholine,0.6601584392298838,right,
720575940624752316,optic,LO>LOP,T5b,acetylcholine,0.5352344962560711,right,
720575940624822771,optic,LO>LOP,T5b,acetylcholine,0.6914664822440526,right,
720575940639304563,optic,ME>LOP,T4b,acetylcholine,0.5358967959787089,right,
720575940639396003,optic,LO>LOP,T5b,acetylcholine,0.4718694001169003,right,
720575940613292798,optic,ME>LOP,T4b,acetylcholine,0.5345342610786137,right,
720575940636492151,optic,LOP>LO.ME,Y12,glutamate,0.6656459317305945,right,
720575940639471413,optic,ME>LO.LOP,TmY5a,glutamate,0.5421406509296063,right,
720575940631622712,optic,ME>LOP,T4b,acetylcholine,0.653394101737677,right,
720575940631872569,optic,ME>LOP,T4b,acetylcholine,0.5224137285380208,right,
720575940624483410,optic,ME>LOP,T4b,acetylcholine,0.6084657164486861,right,
